"relpath","listed","writable","writableVia","ownWritable","mirrored","generated","disabled","ext","isDefault"
"mpmissions/dayzOffline.sakhal/expansion/settings/AILocationSettings.json","True","False","none","False","False","False","False",".json","False"
"mpmissions/dayzOffline.sakhal/expansion/settings/AIPatrols.draft.json","True","False","none","False","False","True","False",".json","False"
"mpmissions/dayzOffline.sakhal/expansion/settings/AIPatrolSettings.defaults.json","True","False","none","False","False","False","False",".json","True"
"mpmissions/dayzOffline.sakhal/expansion/settings/AIPatrolSettings.json","True","False","none","False","False","False","False",".json","False"
"mpmissions/dayzOffline.sakhal/expansion/settings/BaseBuildingSettings.defaults.json","True","False","none","False","False","False","False",".json","True"
"mpmissions/dayzOffline.sakhal/expansion/settings/BaseBuildingSettings.json","True","False","none","False","False","False","False",".json","False"
"mpmissions/dayzOffline.sakhal/expansion/settings/HardlineSettings.json","True","False","none","False","False","False","False",".json","False"
"mpmissions/dayzOffline.sakhal/expansion/settings/MapSettings.defaults.json","True","False","none","False","False","False","False",".json","True"
"mpmissions/dayzOffline.sakhal/expansion/settings/MapSettings.json","True","False","none","False","False","False","False",".json","False"
"mpmissions/dayzOffline.sakhal/expansion/settings/MarketSettings.defaults.json","True","False","none","False","False","False","False",".json","True"
"mpmissions/dayzOffline.sakhal/expansion/settings/MarketSettings.json","True","False","none","False","False","False","False",".json","False"
"mpmissions/dayzOffline.sakhal/expansion/settings/P2PMarketSettings.json","True","False","none","False","False","False","False",".json","False"
"mpmissions/dayzOffline.sakhal/expansion/settings/PersonalStorageSettings.json","True","False","none","False","False","False","False",".json","False"
"mpmissions/dayzOffline.sakhal/expansion/settings/SafeZoneSettings.json","True","False","none","False","False","False","False",".json","False"
"mpmissions/dayzOffline.sakhal/expansion/settings/SpawnSettings.defaults.json","True","False","none","False","False","False","False",".json","True"
"mpmissions/dayzOffline.sakhal/expansion/settings/SpawnSettings.json","True","False","none","False","False","False","False",".json","False"
"mpmissions/dayzOffline.sakhal/expansion/traderzones/World.json","True","False","none","False","False","False","False",".json","False"
"mpmissions/dayzOffline.sakhal/mapclusterproto.xml","True","False","none","False","False","False","False",".xml","False"
"mpmissions/dayzOffline.sakhal/mapgroupcluster.xml","True","False","none","False","False","False","False",".xml","False"
"mpmissions/dayzOffline.sakhal/mapgroupcluster01.xml","True","False","none","False","False","False","False",".xml","False"
"mpmissions/dayzOffline.sakhal/mapgroupdirt.xml","True","False","none","False","False","False","False",".xml","False"
"mpmissions/dayzOffline.sakhal/mapgrouppos.xml","True","False","none","False","False","False","False",".xml","False"
"mpmissions/dayzOffline.sakhal/mapgroupproto.xml","True","False","none","False","False","False","False",".xml","False"
"mpmissions/dayzOffline.sakhal/pra/warheadstorage.json","True","False","none","False","False","False","False",".json","False"
"profiles/AI_Bandits/AIB_Toggles.defaults.json","False","False","none","False","False","False","False",".json","True"
"profiles/AI_Bandits/AIB_Toggles.json","False","False","none","False","False","False","False",".json","False"
"profiles/AI_Bandits/common/classification.defaults.json","False","False","none","False","False","False","False",".json","True"
"profiles/AI_Bandits/common/classification.json","True","True","own-write","True","True","False","False",".json","False"
"profiles/AI_Bandits/common/DynamicAIB.common.defaults.json","False","False","none","False","False","False","False",".json","True"
"profiles/AI_Bandits/common/DynamicAIB.common.json","False","False","none","False","True","False","True",".json","False"
"profiles/AI_Bandits/DynamicAIB.json","False","False","none","False","False","True","False",".json","False"
"profiles/AI_Bandits/live_positions.json","False","False","none","False","False","False","False",".json","False"
"profiles/AI_Bandits/maps/dayzOffline.chernarusplus/DynamicAIB.json","False","False","none","False","False","False","False",".json","False"
"profiles/AI_Bandits/maps/dayzOffline.sakhal/DynamicAIB.json","False","False","none","False","False","False","False",".json","False"
"profiles/AI_Bandits/maps/dayzOffline.sakhal/StaticAIB.defaults.json","False","False","none","False","False","False","False",".json","True"
"profiles/AI_Bandits/maps/dayzOffline.sakhal/StaticAIB.json","False","False","none","False","True","False","True",".json","False"
"profiles/AI_Bandits/StaticAIB.json","False","False","none","False","False","True","False",".json","False"
"profiles/AI_Shared/map-points.generated.json","True","False","none","False","False","True","False",".json","False"
"profiles/AI_Shared/map-points.json","True","True","spawn-write","False","False","False","False",".json","False"
"profiles/AIB_Unleashed/AIB_UL_Config.defaults.json","False","False","none","False","False","False","False",".json","True"
"profiles/AIB_Unleashed/AIB_UL_Config.json","False","False","none","False","True","False","True",".json","False"
"profiles/BaseBuildingPlus/BBP_Settings.defaults.json","False","False","none","False","False","False","False",".json","True"
"profiles/BaseBuildingPlus/BBP_Settings.json","True","True","own-write","True","True","False","False",".json","False"
"profiles/CodeLock/CodeLockConfig.json","False","False","none","False","False","False","False",".json","False"
"profiles/CodeLock/CodeLockPerms.json","False","False","none","False","False","False","False",".json","False"
"profiles/Dayz-Dog/DayzDog.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/AI/LootDrops/Example.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/AIPatrols.control.defaults.json","False","False","none","False","False","False","False",".json","True"
"profiles/ExpansionMod/AIPatrols.control.json","True","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/ATM/2nPQRA65DZOHOMJUReWf_m9KG1UXsatD7MbH6l3dTXo=.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/ATM/47tEhSSks5fbc87v_hBNVqPtjPaj99zq0uu4YAA2Zb4=.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/ATM/gcgctneHcu6Zg2FwnTuLJ1WQFfPfERY6gjBrWjNy2Oc=.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/ATM/Q6aEEINxNiIPF8cl0gWw07qPRrCQNeTr9cNbTM9b5L4=.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/ATM/T6jz4wcp7EuQa5YfSTjeM2FfuSbW2tGK0Mm3aTISZcw=.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/ATM/T7zTneKFuelGElzAStWFlnVEacPLKi8XR6RgarRi8KU=.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/BanditLoadout.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Loadouts/BanditLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/EastLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/FireFighterLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/FreshSpawnLoadout.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Loadouts/FreshSpawnLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/GorkaLoadout.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Loadouts/GorkaLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/HermitLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/HumanLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/MeleeLoadout.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Loadouts/MeleeLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/MilitaryHeavyLoadout.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Loadouts/MilitaryHeavyLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/MilitaryLoadout.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Loadouts/MilitaryLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/NBCLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/PistolLoadout.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Loadouts/PistolLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/PlayerFemaleSuitLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/PlayerMaleSuitLoadout.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Loadouts/PlayerMaleSuitLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/PlayerSurvivorLoadout.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Loadouts/PlayerSurvivorLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/PoliceLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/RaiderM4Loadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/SniperLoadout.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Loadouts/SniperLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/SurvivorLoadout.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Loadouts/SurvivorLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/TownLoadout.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Loadouts/TownLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/TTSKOLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/WestLoadout.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Loadouts/WestLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/YeetBrigadeLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Loadouts/YellowKingLoadout.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Ammo_Boxes.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Ammo.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Armbands.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Assault_Rifles.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Backpacks.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Bandanas.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Batteries.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Bayonets.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Belts.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Blouses_And_Suits.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Boats.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Boots_And_Shoes.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Buttstocks.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Caps.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Cars.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Coats_And_Jackets.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Containers.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Crossbows.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Drinks.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Electronics.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Event.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Exchange.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Explosives_And_Grenades.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Eyewear.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Fish.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Fishing.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Flags.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Food.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Fruit_And_Vegetables.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Furnishings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Gardening.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Ghillies.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Gloves.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Handguards.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Hats_And_Hoods.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Helicopters.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Helmets.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Holsters_And_Pouches.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Kits.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Knifes.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Launchers.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Lights.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Liquids.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Locks.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Magazines.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Masks.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Meat.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Medical.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Melee_Weapons.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Muzzles.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Navigation.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Optics.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Pants_And_Shorts.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Pistols.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Rifles.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Shirts_And_TShirts.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Shotguns.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Skirts_And_Dresses.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Sniper_Rifles.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Spraycans.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Submachine_Guns.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Supplies.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Sweaters_And_Hoodies.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Tents.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Tools.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Vehicle_Parts.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Market/Vests.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/NPCs/QuestNPC_1.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/NPCs/QuestNPC_2.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/NPCs/QuestNPC_3.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Action/Objective_A_1.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Action/Objective_A_2.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/AICamp/Objective_AIC_1.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/AIPatrol/Objective_AIP_1.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/AIVIP/Objective_AIESCORT_1.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Collection/Objective_C_1.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Collection/Objective_C_2.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Collection/Objective_C_3.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Crafting/Objective_CR_1.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Delivery/Objective_D_1.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Delivery/Objective_D_2.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Target/Objective_TA_1.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Target/Objective_TA_2.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Target/Objective_TA_3.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Target/Objective_TA_4.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Travel/Objective_T_1.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Travel/Objective_T_2.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Travel/Objective_T_3.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Travel/Objective_T_4.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Travel/Objective_T_5.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Travel/Objective_T_6.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/Travel/Objective_T_7.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Objectives/TreasureHunt/Objective_TH_1.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/PersistentServerData.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_1.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_10.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_11.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_12.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_13.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_14.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_15.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_16.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_17.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_18.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_19.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_2.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_20.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_21.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_22.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_23.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_24.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_3.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_4.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_5.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_6.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_7.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_8.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Quests/Quests/Quest_9.json","False","False","none","False","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/AirdropSettings.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Settings/AirdropSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/AISettings.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Settings/AISettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/BookSettings.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Settings/BookSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/ChatSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/CoreSettings.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Settings/CoreSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/DamageSystemSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/GarageSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/GeneralSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/LogsSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/MissionSettings.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Settings/MissionSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/MonitoringSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/NameTagsSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/NotificationSchedulerSettings.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Settings/NotificationSchedulerSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/NotificationSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/PartySettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/PersonalStorageNewSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/PlayerListSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/QuestSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/RaidSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/SocialMediaSettings.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Settings/SocialMediaSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/TerritorySettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Settings/VehicleSettings.defaults.json","True","True","own-write","True","False","False","False",".json","True"
"profiles/ExpansionMod/Settings/VehicleSettings.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Aircraft.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Attachments.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Boats.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/BuildingSupplies.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Clothing_Accessories.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Clothing.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Components.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Consumables.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Event.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Exchange.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Fishing.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Medicals.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Special.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Spraycans.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Vehicle_Parts.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Vehicles.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/ExpansionMod/Traders/Weapons.json","True","True","own-write","True","False","False","False",".json","False"
"profiles/FlyingDutchman/ferry.json","False","False","none","False","False","False","False",".json","False"
"profiles/FlyingDutchman/route.json","False","False","none","False","False","False","False",".json","False"
"profiles/FlyingDutchman/ship.json","False","False","none","False","False","False","False",".json","False"
"profiles/FlyingDutchman/state.sakhal.json","False","False","none","False","False","False","False",".json","False"
"profiles/FlyingDutchman/waypoints.sakhal.json","False","False","none","False","False","False","False",".json","False"
"profiles/KnockKnockAIBandits/KnockKnockAIBandits_Settings.defaults.json","False","False","none","False","False","False","False",".json","True"
"profiles/KnockKnockAIBandits/KnockKnockAIBandits_Settings.json","False","False","none","False","True","False","True",".json","False"
"profiles/LiveTracker/ai.json","False","False","none","False","False","False","False",".json","False"
"profiles/LiveTracker/players.json","False","False","none","False","False","False","False",".json","False"
"profiles/LiveTracker/time.json","False","False","none","False","False","False","False",".json","False"
"profiles/SpawnerBubaku/maps/dayzOffline.sakhal/SpawnerBubakuV2.defaults.json","False","False","none","False","False","False","False",".json","True"
"profiles/SpawnerBubaku/maps/dayzOffline.sakhal/SpawnerBubakuV2.json","False","False","none","False","True","False","True",".json","False"
"profiles/SpawnerBubaku/SpawnerBubakuV2.json","False","False","none","False","False","False","False",".json","False"
"profiles/SpawnerBubaku/StaticBubakSpawner.json","False","False","none","False","False","False","False",".json","False"
"profiles/transfer_spawn.json","False","False","none","False","False","False","False",".json","False"
"profiles/users/Server/DayZ.cfg","False","False","none","False","False","False","False",".cfg","False"
"profiles/users/Survivor/Server.core.xml","False","False","none","False","False","False","False",".xml","False"
"profiles/users/Survivor/Server.dayz_preset_User.xml","False","False","none","False","False","False","False",".xml","False"
